Time,SPEED,STEERANGLE,G_LAT,ROTY,THROTTLE,BRAKE,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR
0.0,150.99342830602245,12.005957154384214,7.776967467765229,16.200920919591134,67.97446517507686,0.0,41.56794012918373,41.831850675103254,41.35413791751014,42.85289092786603
0.005005005005005005,149.79854639437286,11.573619140320158,6.711787045403744,16.884499413421615,69.59647400659966,0.0,41.71544237359412,41.11844030652925,41.60772997716387,42.00270872142561
0.01001001001001001,151.44552659947357,10.750828842118144,6.547232186868099,16.26871419932687,67.68280020678968,0.0,42.578959529578036,42.527659260516266,41.83837344705061,41.52828060929636
0.015015015015015015,153.27128282233144,10.086303307704199,6.075194004098259,14.510506189805122,69.1662051965102,0.0,42.84824969630269,41.48957063715629,42.57129973873064,42.6544009521981
0.02002002002002002,149.8319885358487,11.473332936644129,6.798696701052625,17.20860984856438,64.43927539709574,0.0,41.83088685263896,42.27509276955397,41.512016555338406,42.08873556176699
0.025025025025025023,149.9070916665731,11.210291799228472,7.602748549382432,16.871899378494653,70.79002986179574,0.0,41.09478799955594,41.51402075749912,41.46827644354541,41.88548606380847
0.03003003003003003,153.6088591559296,11.753523009281995,7.812873183326519,15.878193071518485,70.18379416897214,34.81767001951355,42.70304680027225,41.65916387723571,43.39010004621472,42.41294042297543
0.035035035035035036,152.06036810681707,11.534850885351272,7.211602757704238,15.93103243123193,67.75894044667757,71.57872072115639,42.81200492828923,40.82023792008383,42.230685969619564,42.186081762033666
0.04004004004004004,149.66161170929428,11.99040634945818,7.006825263465289,18.342000057758472,72.21797146826452,0.0,41.129005189820525,41.95856800786624,41.750796313601455,42.20342954551617
0.04504504504504504,151.7607386399698,10.446617568990836,6.146732460897672,13.946534791240454,73.08297245732201,0.0,42.70379568706364,42.368421387489995,41.38329205998656,41.886108226093306
0.050050050050050046,149.8238370077349,12.3400699312419,7.653929738171269,17.95662187008767,65.47760942350295,0.0,41.278117175552104,40.160604507240116,41.8793440950171,41.0075721571766
